DPR412_classification,construction_year,latitude,longitude,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max
13,1932,44.42476011,7.70273216,2611,1,2009.1484,2356.79,703.93,0.0,3991.54,0.0,1008.9,102.1,0.6505,1.3067,0.1504,274147.32,0.6803,0.01,1,92.79,2023,106.3012,184705.96,139943.76,113.42148436,1,1.02588646,0.0,0.0,0.0,0.0,149.4825,0.0,5.670364951060475,1.87,6861.517684000468,23.464333333333332,15.7940704,True,10.47551621679853
13,1824,45.08529055,40.25477125,2523,,469.9157,2409.44,754.72,794.74,2904.02,0.0,1600.06,80.93,1.0556,3.4194,0.2023,1311614.38,0.5663,32.84,1,277.09,2008,158.2824,236592.97,237051.8,0.0,0,0.30151944,0.0,0.0,54.8261,0.0,151.1151,8.323,3.8478111087555646,1.984,5515.871495341771,25.157333333333334,39.31510756,True,15.437348227629288
5,1930,45.13583693,7.20112257,2664,0,376.3032,6037.18,5555.38,1293.94,18950.36,12911.83,5267.5,704.87,0.7793,1.0147,0.2742,1430803.26,0.3295,0.05,31,13120.2,2017,28.0525,692831.68,701203.52,8608.04067621,2,0.64677543,97.9568,28.7261,71.4826,3.0646,405.175,0.0,3.4111725930539407,4.499,37292.504370492345,185.17933333333335,96.40388678000001,True,17.413366922844737
13,1931,45.49117952,8.23664303,2655,0,2623.4503,5119.47,1829.86,0.0,9350.03,0.0,7778.42,274.09,0.5827,1.3334,0.0758,3142664.49,0.3773,0.05,1,288.16,2020,136.6794,226737.81,922529.81,35282.51783457,0,1.57483331,0.0,0.0,31.9828,2.0362,355.1539,2.9026,5.109696916704011,3.689,16439.63994346329,60.99533333333333,97.9591388,True,11.624955641853555
4,1960,45.11694523,7.33953427,2664,0,358.2493,6402.79,2016.36,3685.55,13297.15,18997.66,5738.73,359.39,1.5895,1.323,0.2167,1471802.16,0.5881,176.12,1,526.36,2018,155.0205,430626.5,412106.9,94472.04497844,0,0.98436212,0.0,8.2253,60.4355,2.0013,256.2201,0.0,6.59463091908191,1.318,22110.28187725337,67.212,191.94368609999998,True,9.00732743482626
4,1930,44.34517596,7.97384583,3936,0,70.7652,504.94,251.27,0.0,1245.3,0.0,581.51,62.62,0.5662,2.7395,0.5237,71127.81,0.9971,26.48,1,23.95,2018,306.9313,57904.88,55572.98,636.77370184,0,0.95261711,0.0,0.0,42.4195,0.0,165.093,3.1755,4.956023401122298,0.721,2218.712488808018,8.375666666666667,10.01596904,True,11.985415562515058
13,1904,45.06812931,7.52641816,2649,0,950.5313,1588.5,640.24,0.0,3354.48,0.0,1709.45,105.07,0.995,2.4547,0.2938,140133.2,0.7426,78.4,1,190.7,2016,47.197,69608.22,191064.33,0.0,0,0.33265247,0.0,0.0,33.5883,0.0,83.5976,23.4287,5.239410221167062,6.323,5873.06334694257,21.341333333333335,39.17636158,True,11.33715389568577
4,1952,44.72377179,7.60288446,2729,,142.0408,1093.69,312.15,17.8,1585.5,1262.45,1134.68,158.86,1.4804,3.2162,0.2326,194050.02,0.4197,0.04,1,241.28,2012,154.7074,128126.11,128192.6,0.19149719,0,0.42881255,0.0,18.7665,45.7808,0.0,530.0871,0.8479,5.0792888034598755,2.655,2804.3529826894496,10.405,43.814116080000005,True,11.694550614947966
13,1759,45.16270884,8.20593224,2617,0,2774.1288,6055.46,797.27,1388.3,16255.88,11155.46,5345.98,338.99,0.2763,3.4422,0.0135,700016.01,0.2018,98.34,19,364.09,2022,34.4327,646006.36,264730.28,6161.45826638,2,0.93238672,100.7277,0.0,26.8061,1.6718,66.668,0.5645,20.389428926210694,9.643,23460.003092980183,26.575666666666667,52.87931303999999,True,2.9132743351944037
13,1981,45.31795903,8.45138978,2565,0,3641.8374,1606.06,2869.72,4396.57,10549.4,10173.03,3641.83,457.16,0.6097,3.2062,0.5358,1399248.91,0.3577,294.66,1,2064.24,2017,172.8489,484456.59,495257.52,2957.89274166,0,0.45033264,0.0,0.0,36.5433,0.0,198.6606,1.2809,3.6761077735806977,0.998,20283.49871091764,95.65733333333333,73.72340286000001,True,16.158394600640797
7,1962,44.97118315,8.34203117,4092,0,149.1238,1192.83,383.17,0.0,2154.41,0.0,186.16,21.63,0.8534,1.6777,0.3749,58421.45,0.5763,0.07,0,361.43,1990,404.3818,38794.08,134310.23,0.0,0,2.68903747,0.0,0.0,18.377,0.0,533.497,44.2274,5.6225957146958265,0.867,3718.1309654386614,12.772333333333334,3.9031518999999997,True,10.564515575029823
7,1950,45.13435467,8.46171446,2809,1,875.0422,2366.38,112.5,704.09,3883.3,3928.17,1657.05,247.47,2.0212,2.8556,0.1647,163557.58,0.6379,24.63,19,201.28,2002,417.7341,292096.31,51855.86,0.0,0,1.12222855,0.0,0.0,0.0,0.0,353.8842,0.0,34.51822222222222,1.103,5524.601953488372,3.75,81.11809584,True,1.7208302217186413
13,1902,45.50009728,7.57136864,2833,,508.8621,2239.84,454.8,0.0,3152.44,0.0,1771.81,103.01,1.2755,3.2297,0.2981,138301.27,0.6203,88.88,1,173.51,2019,438.3555,168679.68,174420.81,910.87475402,0,0.92770201,0.0,0.0,171.1499,0.0,614.4755,2.1668,6.9314863676341245,0.875,5207.6850017385605,15.16,51.85270104,True,8.56959053939171
13,1905,44.89568858,7.66953776,2617,0,608.4499,4396.23,617.12,2667.56,1849.34,28993.78,1111.35,172.03,1.2262,5.5927,0.3198,287865.04,0.3926,81.02,0,131.4,1990,210.3642,129715.23,127070.15,0.0,0,0.64309668,0.0,12.0642,100.395,0.0,477.2252,0.0,2.9967267306196526,0.979,3809.478242207363,20.570666666666668,46.496991019999996,True,19.82162717510031
13,1962,0.0,8.20437155,2630,0,1376.1759,2996.5,1412.75,739.35,11372.41,427.42,13753.83,231.23,0.6338,3.5164,0.4067,888941.32,0.4533,0.09,0,290.14,2017,135.5763,28727.69,191739.17,11093.38617999,2,0.55350448,0.0,32.6037,38.4376,2.6027,2579.7572,1.3696,8.049838966554592,1.001,18242.84540837253,47.09166666666667,190.60549252,True,7.379029598827338
13,1663,45.02270711,8.55034839,2650,0,1453.615,612.14,573.73,0.0,18326.01,0.0,400.63,1542.56,1.1209,4.7597,0.143,82534.6,0.2271,0.05,1,689.58,2022,151.5141,95825.99,96999.52,4811.3447369,0,0.4278816,0.0,0.0,32.4101,0.0,118.7072,7.7557,31.941871612082334,1.116,25771.36352181299,19.124333333333333,155.82377997999998,True,1.8596280368721838
13,1938,44.50268252,8.58144748,2567,1,366.133,6842.6,377.48,0.0,2418.31,0.0,1150.93,161.73,1.3513,3.2865,0.3053,244630.56,0.6318,0.03,1,65.52,2021,336.4315,113875.42,141272.3,189.51978215,0,0.73366081,0.0,0.0,26.6813,7.475,847.9715,0.0,6.406458620324255,1.112,4060.0429417524456,12.582666666666666,41.73554708,True,9.271893181602028
13,1997,45.13508804,8.1940171,2493,0,561.9477,136.24,1201.41,0.0,3693.69,0.0,2368.87,417.35,0.5359,2.1389,0.0292,260802.87,0.6311,64.17,1,165.55,2008,187.9017,191941.98,197732.3,0.0,0,0.95867538,0.0,0.0,25.4454,0.0,290.3661,0.5208,3.074462506554798,0.876,7532.541759612688,40.047000000000004,43.24294696,True,19.320450281425895
13,2009,46.23339358,8.48501244,3180,,1825.0115,3197.56,1189.53,1265.33,5773.48,3028.92,3230.75,483.63,1.1625,1.7178,0.386,888629.13,0.3841,398.92,1,1708.45,2018,141.2662,201158.09,202091.51,0.0,1,1.14542205,2.4446,0.0,57.4217,0.0,302.6625,0.3769,4.853580826040536,1.203,10285.238494416104,39.650999999999996,91.73052978,True,12.238386900101847
4,1000,44.83457275,7.68249519,2718,0,301.9621,1093.39,301.64,300.92,2177.62,0.0,1003.49,65.56,1.5149,3.4997,0.2051,16029.37,0.6138,15.5,1,79.58,2019,170.8475,85807.65,83742.22,6995.8328354,0,0.62030215,0.0,0.0,72.804,0.0,422.1322,8.6778,7.219268001591301,1.625,3577.5353233846186,10.054666666666666,34.99254666,True,8.227981006787227
7,2022,45.07503956,7.12204358,2747,,525.9999,2672.66,532.59,0.0,2180.26,0.0,990.31,91.33,0.3554,3.3817,0.1524,101751.21,0.8789,43.29,1,26.95,2022,124.3752,67655.07,65851.37,0.0,0,0.92821376,0.0,0.0,0.0,0.0,303.8093,19.2978,4.093693084736852,0.994,4071.175110261963,17.753,13.2161367,True,14.510125397888324
7,1954,45.87721685,8.20126019,2617,0,369.5606,6750.63,1853.09,524.6,9258.3,11124.45,4482.97,2430.43,1.3294,4.8151,0.2046,3749482.23,0.3979,694.15,4,458.77,2018,149.086,161025.17,817627.24,27240.87222945,0,1.26596415,0.0,0.227,65.53,1.3719,537.1435,37.0621,4.996141579739786,2.96,16367.234238692707,61.769666666666666,353.24847622,True,11.88917468649752
4,2003,45.39172675,8.46006773,2617,0,162.8016,1754.86,291.06,272.27,1464.59,0.0,139.22,108.39,1.1331,5.0462,0.0386,323.96,0.5975,67.53,1,273.63,2016,399.3505,109789.47,109897.02,8.84738522,0,0.84562213,0.0,0.0,45.7323,0.0,246.2082,2.7851,5.031917817632103,0.945,2597.3842805846793,9.702,14.094156000000002,True,11.80464430318383
4,1913,45.15803431,7.76263049,2591,,572.4584,487.58,280.13,1054.06,784.37,6121.1,690.38,80.36,0.8422,0.6874,0.1505,6360436.03,0.2427,14.6,31,36.4,2020,115.484,70816.86,95310.05,8110.90820842,0,1.0338909,0.0,6.3767,54.2401,0.0,682.9543,8.336,2.800021418627066,2.946,1660.0892890620826,9.337666666666667,12.73355,True,21.214123436643423
4,1975,44.64984288,8.87642418,2617,0,2066.2358,194.77,1543.49,2124.64,8378.8,12613.66,2702.51,210.02,1.1268,1.9151,0.0626,561285.15,0.4247,0.05,1,891.47,2000,217.7875,193019.86,193513.57,29267.25617192,1,1.34211839,168.7738,14.5034,7.1941,0.0735,227.947,6.4921,5.428477022850812,0.576,14526.264578355374,51.449666666666666,68.94795140000001,True,10.94229555544947
7,1890,45.00079192,8.12997309,2777,0,316.277,1700.04,241.16,0.0,1869.94,0.0,289.73,25.77,0.9007,1.3031,0.5974,82422.08,0.8992,20.69,1,12.58,2019,301.3914,62414.97,83648.8,0.0,0,0.64351021,0.0,0.0,32.253,0.0,276.1081,10.868,7.7539392934151605,1.151,3038.0937558647415,8.038666666666666,5.89081396,True,7.660622265955057
4,1885,39.85672989,8.15531112,2617,0,1674.2275,12060.03,1730.4,0.0,12237.07,0.0,10105.68,441.0,0.9874,1.0536,0.6067,681122.75,0.4098,68.22,19,519.8,2007,211.3129,359573.18,475961.47,0.13712489,0,0.46109887,0.0,0.0,49.2751,4.0978,251.5612,8.0937,7.071815765141007,1.302,20079.80180388457,57.68,208.85972064,True,8.399540085984638
5,1901,44.7480314,7.61742606,2613,0,1203.5432,4829.75,369.88,579.64,4302.65,4315.58,2248.45,76.75,0.6852,3.9259,0.3051,71227.55,0.4729,0.05,1,443.24,2018,421.0393,200751.79,180264.8,0.8275158,2,3.36256174,150.7841,24.4205,106.209,0.0,1189.8299,160.4952,11.63255650481237,1.158,6571.737359436917,12.329333333333333,36.8390153,True,5.10635817461332
4,1587,45.07657648,7.88242578,2764,,59.7258,141.54,458.88,1032.13,1905.5,301.91,1622.35,22.3,0.5346,2.9563,0.1362,163040.23,0.4986,37.51,0,190.5,2003,2.5263,24690.91,10857.11,2029.73455932,2,0.5295699,0.0,0.0,71.7964,0.0,328.4071,10.202,4.152501743375175,9.365,3545.58556724563,15.296,18.664675999999996,True,14.304629755969561
13,1965,45.09269506,7.69021443,2617,,3473.0202,6882.18,7704.46,0.0,76095.85,0.0,10690.69,1964.39,0.8863,2.8153,0.0215,1211481.59,0.4333,584.88,1,1545.79,2018,175.7162,878358.45,1179180.19,0.0,2,0.64203308,6.7082,0.0,75.1988,1.4303,170.8577,19.9644,9.87685704124624,0.871,118153.89832306173,256.81533333333334,300.11011428000006,True,6.014058900715348
4,1993,45.31126495,7.67797602,3076,0,328.6936,2160.16,340.39,211.09,1263.34,1660.58,813.67,90.77,0.8897,2.9004,0.2389,39395.27,0.4831,0.06,31,34.74,2018,54.2538,29846.79,305156.9,6219.04991867,2,2.61530157,0.0,0.0,56.1071,0.0,522.8303,29.3405,3.711448632451012,16.524,2431.7800048120816,11.346333333333332,19.743830139999996,True,16.004532429908025
13,1903,44.64729445,7.65681924,2627,,1308.2853,2216.64,137.34,0.0,5696.78,0.0,1637.02,356.82,1.3965,1.6663,0.2863,510809.47,0.4483,8.01,2,171.6,2019,188.1209,50139.44,18302.35,0.0,0,0.64217333,0.0,0.0,20.3818,0.0,321.8452,10.8153,41.47939420416484,0.708,8017.182523697766,4.578,57.61335192,True,1.4320363433378154
11,1889,45.1443586,7.47967635,2780,0,381.0822,2934.65,386.71,0.0,1772.17,0.0,214.25,68.18,0.4887,2.8649,0.0,36945.99,0.4464,5.22,1,410.75,2021,249.8581,62457.34,81621.56,0.01349247,0,1.00806522,0.0,0.0,0.0,0.0,695.1339,15.7678,4.582684699128547,0.845,3213.0141781283937,12.890333333333333,6.000657140000001,True,12.961834361263307
13,1970,45.34858927,7.65945708,2589,,2486.4454,1749.76,560.76,1060.43,4947.9,3710.55,1965.56,255.26,1.7139,4.7463,0.5783,354599.3,0.4711,26.58,1,228.57,2013,407.5433,128157.24,313632.46,0.0,0,0.98389554,0.0,0.0,8.7523,0.0,340.7429,1.2704,8.823560881660603,1.372,7836.477194272888,18.692,91.60627644,True,6.731975989813861
13,1968,44.94179391,8.01312784,2617,0,47.9988,223.42,1574.33,6101.62,43971.83,0.0,18128.24,1979.69,0.9946,2.8827,0.0208,3873086.38,0.3811,155.82,1,1716.51,2017,144.4917,1307611.79,1273813.98,3781.16284983,2,0.64444508,2.0957,0.0,42.5033,0.0,468.706,25.7998,27.930503769857655,5.6,62117.84445704601,52.477666666666664,474.7439973400001,True,2.126707075871075
11,2006,44.61233567,7.45668106,2489,0,1460.882,3016.0,1564.42,540.12,29063.2,415.93,6184.25,852.23,0.6624,2.8805,0.1143,1066993.93,0.2964,133.04,1,798.37,2023,200.5958,358682.19,370166.57,10304.42060765,2,0.3055186,7.4317,0.0,245.2624,1.9103,541.9888,0.0,18.577619820764244,1.18,42190.179216051445,52.147333333333336,131.0259143,True,3.197395606815492
10,1975,44.65017452,7.80874574,2633,0,1250.0095,5802.45,2512.83,0.0,12730.71,0.0,5736.66,599.67,1.3551,2.2929,0.1312,1242871.61,0.4011,24.27,19,209.48,2015,166.8408,163724.96,539523.2,15217.87717664,2,0.98235478,255.9058,0.0,39.3105,0.6951,274.9734,0.5857,5.066283831377371,1.287,22424.204200331344,83.761,182.97462617999997,True,11.72457011431413
13,1973,45.04046194,7.66931889,2617,0,404.7771,9968.56,1123.28,1149.7,4657.16,24096.31,2998.28,134.56,1.0273,1.6744,0.0529,335402.26,0.4911,65.09,1,273.7,2020,191.8608,202097.12,158251.53,0.0,0,0.92776956,0.0,0.0,36.879,0.7305,146.8064,0.0,4.146036607079268,0.734,8651.404311371625,37.44266666666667,66.10880616,True,14.326935729070938
13,2017,44.72039859,7.38988175,2931,0,6042.4654,3200.62,5594.18,1664.49,24404.31,0.0,3147.95,775.35,0.2249,2.9203,0.4323,2401676.6,0.2502,439.04,19,343.07,2017,208.5807,1055680.92,1127937.62,15819.19645673,0,0.37660573,0.0,0.0,49.4596,0.3476,185.6088,14.5003,4.362446328148183,0.967,44651.207804100726,186.47266666666667,59.4445712,True,13.61621336558993
13,1700,45.16530584,7.50736807,2785,0,1869.1233,3371.01,1802.14,0.0,6936.37,0.0,744.9,334.82,1.1988,3.3307,0.4188,694321.64,0.5444,0.03,1,217.16,2014,177.9517,197464.06,206594.19,5833.10534246,0,1.80610606,0.0,0.0,15.1182,0.0,108.0943,0.3954,3.848962899663733,0.644,13157.691849939301,60.071333333333335,40.16342188,True,15.43272864625157
4,1955,45.44909497,7.58048211,3267,0,880.2204,637.05,231.45,230.53,1091.66,0.0,537.33,34.05,0.2236,3.9205,0.0166,81182.05,0.8204,3.28,4,56.82,2020,81.0267,15250.18,14752.25,640.02423965,1,0.9824683,0.0,69.6556,41.2762,0.0,99.3616,124.1127,4.716612659321668,0.787,1970.2744116213757,7.715,5.07280026,True,12.593783778832236
10,1985,44.89836945,7.76143659,2559,0,194.3137,1034.08,3185.47,0.0,21779.7,0.0,7634.11,395.65,1.807,4.1423,0.2039,598983.08,0.3859,144.28,1,407.29,2006,136.9598,584282.52,560944.05,29440.7568844,0,3.98708987,0.0,0.0,41.3525,0.5235,270.3099,4.4039,6.8372014176871865,1.286,35949.616487973995,106.18233333333333,308.67475529999996,True,8.68776512073169
4,1761,45.57473363,8.18789008,2746,1,221.7821,7037.55,4177.17,46.66,18039.01,16713.36,4558.57,1334.41,0.9615,3.2567,0.6604,1502393.42,0.3894,0.05,1,432.42,2012,162.8875,435450.53,571654.29,14800.42660043,2,8.94379961,0.0,30.2949,1035.9858,0.6566,406.0424,0.0,4.318476384729374,0.84,33099.31318109217,139.239,174.57676204000003,True,13.754851180857488
13,1911,44.61369659,7.76157808,3144,0,1412.0006,2390.98,848.36,0.0,5374.39,0.0,2021.4,141.1,1.2673,2.1428,0.2391,388768.33,0.3824,72.39,19,73.75,2009,143.4706,186915.7,148277.2,10029.15445503,0,0.30065026,0.0,0.0,12.1966,0.0,385.6448,3.7006,6.335034655099251,1.218,9019.683553577703,28.278666666666666,57.281386,True,9.376428580731952
6,1882,44.39206904,7.55077992,3012,,277.7414,5781.93,3210.41,148.8,29746.14,11566.7,4531.3,795.88,1.2595,1.0891,0.0102,453840.42,0.3139,258.07,7,1077.21,2002,175.0201,618834.68,554694.86,0.0,0,0.6487936,0.0,0.0,34.3271,0.0,183.057,4.9199,9.265526833021328,0.987,46632.76146421999,107.01366666666667,131.47930516000002,True,6.410860501564237
13,1975,45.05221623,7.67521732,2660,,116.1969,4574.72,6651.63,0.0,42048.81,0.0,9441.32,821.49,1.128,2.7202,0.0668,1031771.1,0.3961,352.25,1,566.73,2023,68.2303,821413.47,994896.69,10063.7725412,0,0.72304592,0.0,0.0,45.0945,0.0,181.0236,1.2199,6.321579823291433,2.192,70470.12822784197,221.721,257.68852116,True,9.396385343604255
4,1981,44.38685507,8.6330499,2562,0,3018.8626,6554.36,2795.99,796.25,15016.74,0.0,5948.21,514.24,1.1858,2.7207,0.0194,1096979.84,0.2841,0.05,19,1041.59,2021,142.0363,406076.93,422061.85,1535.6746479,2,0.50101293,36.609,0.0,20.6758,0.5893,185.4243,8.165,5.370813200333335,1.063,26085.573602391694,93.19966666666666,169.04960372000002,True,11.059777688100079
13,1858,45.80912231,7.62759397,2575,,672.8744,4780.87,656.74,0.0,27070.69,0.0,9079.19,565.09,0.3186,0.793,0.0934,1082198.19,0.3271,234.24,19,621.86,2019,181.2156,421244.94,511681.13,0.0,0,1.10165094,0.0,0.0,36.4904,0.7317,242.9687,0.778,41.21979778907939,4.299,37638.30388949126,21.891333333333332,66.81492608,True,1.441055104247435
13,1912,45.06945616,7.53628648,2617,0,1708.1299,269.17,4057.11,0.0,13212.54,0.0,6711.35,1337.2,0.8761,1.7605,0.019,1979271.09,0.3074,567.09,5,569.13,2020,194.6854,1236750.2,481591.01,15264.99262523,2,1.47462939,75.5372,0.0,37.9477,0.8193,196.8229,8.1483,3.2566383460147743,0.61,26401.169682479907,135.237,164.67908670000003,True,18.23966731604975
4,1903,44.7184464,7.6537245,2617,0,1694.0292,1587.32,1615.7,1653.0,20361.8,7534.04,9503.23,720.77,0.7777,2.9158,0.1828,1511262.79,0.35,27.85,31,408.06,2019,388.6001,556301.73,585281.49,0.0,0,0.40684966,0.0,7.9742,130.7766,1.0972,406.4282,8.2572,12.602463328588227,0.932,30681.29498688499,53.85666666666667,189.84566273999997,True,4.713364240882438
4,2001,45.04739373,8.40417217,2862,,399.1043,549.22,114.73,0.0,379.36,0.0,447.75,294.81,0.5568,3.7244,0.2612,2053278.81,0.3038,53.09,1,733.94,2017,86.9359,810231.2,1140186.72,393.86846826,1,1.10097949,1.2679,0.0,50.7599,0.5344,555.6086,1.8381,3.3065458031900983,114.314,763.8699474870897,3.8243333333333336,26.945951280000003,True,17.96436630113876
13,1942,44.89938073,8.61959442,2464,0,709.041,2466.16,731.97,0.0,3411.54,0.0,1564.23,499.65,1.1771,1.7668,0.1086,125744.35,0.6069,0.01,0,200.51,2008,320.7151,151711.12,152294.45,0.0,0,0.91752676,0.0,0.0,0.0,0.0,763.7142,0.2415,4.660764785442026,0.649,6145.800201333071,24.399,54.48073506000001,True,12.744689495066742
4,1976,45.12543317,7.6491966,3832,0,1322.4511,1452.16,249.18,0.0,2710.35,0.0,648.17,265.17,1.4471,5.4228,0.0549,184217.7,0.8357,29.35,5,112.72,2019,73.8301,131412.0,26347.31,884.42328285,0,0.42553738,0.0,0.0,21.6604,0.0,251.5324,45.9328,10.877076811943173,1.432,4185.355416482341,8.306000000000001,47.51861366,True,5.4610260667441475
13,1466,44.55591986,8.05273257,2766,0,4796.5653,7530.59,4851.79,0.0,16961.33,0.0,8737.56,1410.8,0.9601,4.1403,0.1198,1690662.98,0.2804,288.59,1,1141.12,2008,154.1832,867487.75,1059130.12,0.0,0,0.6464568,0.0,0.0,112.3004,14.6916,270.8627,0.3748,3.4958912071627175,1.416,33119.000619357925,161.72633333333334,284.60133191999995,True,16.99137544048727
6,1949,45.11921912,7.69599608,2617,0,658.0029,4830.65,1079.74,272.37,26773.77,0.0,6486.3,159.96,0.1502,1.4824,0.1275,362003.68,0.2796,9.19,19,1593.04,2016,52.7016,165592.85,970540.93,8.29470387,0,0.41690446,0.0,0.0,55.7489,159.0043,359.3536,0.0,24.796497304906737,17.056,38108.001119821696,35.99133333333334,24.22733928,True,2.395499625192866
6,1963,45.01355574,8.66088684,2617,4,1206.262,8796.21,5753.61,156.15,21558.99,229.79,8494.7,1484.42,0.5032,2.6729,0.2305,2263773.27,0.2852,815.8,19,413.43,2006,214.5132,1408866.2,1682216.9,0.0,0,0.63843245,0.0,22.848,44.3055,0.2058,201.8473,44.0737,3.7470370775912865,1.363,41200.41529727929,191.78699999999998,164.84478516,True,15.852525280636984
13,1979,44.91027761,8.26940059,2634,0,123.0433,5659.8,1288.45,0.0,8378.62,0.0,5631.47,369.41,0.2518,2.1813,0.3116,57493.3,0.574,75.95,1,215.11,2000,155.1551,153289.15,155958.71,0.0,0,0.70499845,0.0,0.0,43.5818,0.0,621.6448,1.8045,6.502867786875703,0.78,13977.649611112567,42.94833333333334,44.47596358000001,True,9.13443144575121
6,1967,44.38660102,7.4994087,2706,1,134.5008,1830.89,596.84,0.0,4952.57,0.0,1638.67,530.64,0.434,1.0912,0.6013,607827.91,0.4519,0.02,0,668.93,2000,367.9177,506686.88,518874.16,4231.71255546,3,0.85884357,5.9058,0.0,116.5245,0.0,316.2766,0.0,8.297986059915555,2.363,7919.160624846414,19.89466666666667,25.80434296,True,7.158363435549624
13,1999,44.39253767,8.86630336,2647,0,6015.65,4231.85,5256.38,78.17,21893.35,28092.63,6078.81,812.43,0.7348,4.7247,0.1486,1095718.2,0.4249,206.42,1,224.13,2010,175.543,816075.75,769203.39,0.0,0,1.8156676,0.0,0.0,30.1866,0.797,370.4045,0.2864,4.165100316187186,0.834,40572.07840172375,175.21266666666668,166.10395218000002,True,14.261361189584967
4,1890,44.7701665,7.10912285,2715,0,653.9977,878.13,652.89,0.0,2398.24,0.0,1099.39,61.54,1.4962,3.6714,1.8648,264683541.07,0.4907,0.01,31,104.69,2003,369.7442,164063.33,3587630.03,0.0,0,0.50154195,0.0,0.0,67.5273,0.0,158.7874,2.8898,3.6732680849760295,14.862,4620.737556192912,21.762999999999998,37.416905480000004,True,16.170886149843223
4,1921,45.51847939,0.0,3143,2,47.6573,350.46,43.32,452.04,206.7,171.35,169.66,36.6,0.3692,1.5537,0.0136,51236319.15,0.1945,0.03,0,28.97,2004,183.9616,20982.6,21764.43,242.32997588,2,0.51015243,0.0,39.6659,0.0,0.0,469.4144,0.0,4.771468144044321,2.731,383.60649745538876,1.444,2.39007784,True,12.44899854862119
13,2002,44.69937253,7.62685206,2510,0,516.8136,2759.74,284.8,454.81,1502.05,1115.78,729.38,48.98,1.4967,3.5322,0.0839,215673.49,0.5168,16.36,1,135.25,2008,155.2718,50485.73,33640.7,558.13430189,0,0.50302182,0.0,0.0,55.4942,0.0,373.5877,1.2958,5.274051966292134,0.761,2634.518279929884,9.493333333333334,25.293404039999995,True,11.262687660197733
6,1931,45.33369768,8.35617769,2778,0,859.5329,615.0,171.65,0.0,881.15,0.0,469.42,12.26,1.5249,3.3448,0.5197,78812.03,0.3277,19.72,1,109.54,2019,231.1514,257939.97,112544.89,0.0,0,1.16375392,0.0,0.0,46.5422,0.0,281.0312,5.5191,5.1334110107777455,2.837,1561.509922954814,5.721666666666667,15.136516119999998,True,11.571253475571698
8,1975,45.46509801,7.89965812,2617,0,113.9771,1218.21,241.9,559.97,1974.1,171.83,1466.43,99.3,0.4303,3.5123,0.1564,120426.31,0.4099,0.08,1,38.82,2021,375.2139,78324.18,78038.45,3820.74129091,2,5.43567706,73.6501,5.2941,46.0905,0.0,328.3991,73.8533,8.160810252170318,0.86,3179.7948338572864,8.063333333333334,19.595524380000004,True,7.278689022845854
